DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,dhsid_2,dhscc_2,dhsyear_2,dhsclust_2,ccfips_2,adm1fips_2,adm1fipsna_2,adm1salbna_2,adm1salbco_2,adm1dhs_2,adm1name_2,dhsregco_2,dhsregna_2,source_2,urban_rura_2,latnum_2,longnum_2,alt_gps_2,alt_dem_2,datum_2
CI201200000149,CI,2012.000000,149.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000149,CI,2012.000000,149.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000149,CI,2012.000000,149.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000149,CI,2012.000000,149.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000150,CI,2012.000000,150.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.438609,-5.649560,9999.000000,389.000000,WGS84,CI201200000150,CI,2012,150,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.438609,-5.64956,9999,389,WGS84
CI201200000151,CI,2012.000000,151.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.453503,-4.027004,9999.000000,124.000000,WGS84,CI201200000151,CI,2012,151,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.453503,-4.027004,9999,124,WGS84
CI201200000152,CI,2012.000000,152.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.226644,-4.991859,9999.000000,202.000000,WGS84,CI201200000152,CI,2012,152,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.226644,-4.991859,9999,202,WGS84
CI201200000153,CI,2012.000000,153.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.465024,-6.966752,9999.000000,541.000000,WGS84,CI201200000153,CI,2012,153,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,9.465024,-6.966752,9999,541,WGS84
CI201200000154,CI,2012.000000,154.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,7.264778,-3.415550,9999.000000,185.000000,WGS84,CI201200000154,CI,2012,154,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,7.264778,-3.41555,9999,185,WGS84
CI201200000155,CI,2012.000000,155.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.027104,-5.951458,9999.000000,200.000000,WGS84,CI201200000155,CI,2012,155,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,6.027104,-5.951458,9999,200,WGS84
CI201200000156,CI,2012.000000,156.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.313266,-3.961711,9999.000000,6.000000,WGS84,CI201200000156,CI,2012,156,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.313266,-3.961711,9999,6,WGS84
CI201200000157,CI,2012.000000,157.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.347521,-5.467213,9999.000000,343.000000,WGS84,CI201200000157,CI,2012,157,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.347521,-5.467213,9999,343,WGS84
CI201200000158,CI,2012.000000,158.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.369488,-4.471296,9999.000000,65.000000,WGS84,CI201200000158,CI,2012,158,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.369488,-4.471296,9999,65,WGS84
CI201200000159,CI,2012.000000,159.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.412300,-7.361569,9999.000000,9.000000,WGS84,CI201200000159,CI,2012,159,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,4.4123,-7.361569,9999,9,WGS84
CI201200000160,CI,2012.000000,160.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.257701,-3.991291,9999.000000,8.000000,WGS84,CI201200000160,CI,2012,160,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.257701,-3.991291,9999,8,WGS84
CI201200000161,CI,2012.000000,161.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.668145,-5.032463,9999.000000,340.000000,WGS84,CI201200000161,CI,2012,161,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.668145,-5.032463,9999,340,WGS84
CI201200000162,CI,2012.000000,162.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.173371,-6.540317,9999.000000,355.000000,WGS84,CI201200000162,CI,2012,162,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,10.173371,-6.540317,9999,355,WGS84
CI201200000163,CI,2012.000000,163.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.413459,-7.563210,9999.000000,341.000000,WGS84,CI201200000163,CI,2012,163,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,U,7.413459,-7.56321,9999,341,WGS84
CI201200000164,CI,2012.000000,164.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.137139,-5.119208,9999.000000,314.000000,WGS84,CI201200000164,CI,2012,164,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,8.137139,-5.119208,9999,314,WGS84
CI201200000165,CI,2012.000000,165.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.281250,-3.965849,9999.000000,4.000000,WGS84,CI201200000165,CI,2012,165,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.28125,-3.965849,9999,4,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000166,CI,2012.000000,166.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000167,CI,2012.000000,167.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.870836,-5.439602,9999.000000,222.000000,WGS84,CI201200000167,CI,2012,167,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GAZ,R,7.870836,-5.439602,9999,222,WGS84
CI201200000168,CI,2012.000000,168.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.231490,-5.080636,9999.000000,33.000000,WGS84,CI201200000168,CI,2012,168,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.23149,-5.080636,9999,33,WGS84
CI201200000169,CI,2012.000000,169.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.456007,-7.539601,9999.000000,425.000000,WGS84,CI201200000169,CI,2012,169,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,9.456007,-7.539601,9999,425,WGS84
CI201200000170,CI,2012.000000,170.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.930113,-7.853768,9999.000000,696.000000,WGS84,CI201200000170,CI,2012,170,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.930113,-7.853768,9999,696,WGS84
CI201200000171,CI,2012.000000,171.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.212804,-3.733471,9999.000000,7.000000,WGS84,CI201200000171,CI,2012,171,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,U,5.212804,-3.733471,9999,7,WGS84
CI201200000172,CI,2012.000000,172.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.054446,-6.636177,9999.000000,296.000000,WGS84,CI201200000172,CI,2012,172,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.054446,-6.636177,9999,296,WGS84
CI201200000173,CI,2012.000000,173.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.493267,-5.459961,9999.000000,369.000000,WGS84,CI201200000173,CI,2012,173,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.493267,-5.459961,9999,369,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000174,CI,2012.000000,174.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000175,CI,2012.000000,175.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.203104,-5.280529,9999.000000,217.000000,WGS84,CI201200000175,CI,2012,175,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.203104,-5.280529,9999,217,WGS84
CI201200000176,CI,2012.000000,176.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.159125,-5.074449,9999.000000,284.000000,WGS84,CI201200000176,CI,2012,176,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,10.159125,-5.074449,9999,284,WGS84
CI201200000177,CI,2012.000000,177.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.413410,-3.032548,9999.000000,99.000000,WGS84,CI201200000177,CI,2012,177,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,U,5.41341,-3.032548,9999,99,WGS84
CI201200000178,CI,2012.000000,178.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,8.274536,-7.690936,9999.000000,497.000000,WGS84,CI201200000178,CI,2012,178,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,U,8.274536,-7.690936,9999,497,WGS84
CI201200000179,CI,2012.000000,179.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.664230,-3.744648,9999.000000,79.000000,WGS84,CI201200000179,CI,2012,179,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.66423,-3.744648,9999,79,WGS84
CI201200000180,CI,2012.000000,180.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.861869,-6.443716,9999.000000,277.000000,WGS84,CI201200000180,CI,2012,180,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.861869,-6.443716,9999,277,WGS84
CI201200000181,CI,2012.000000,181.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.080929,-5.749752,9999.000000,333.000000,WGS84,CI201200000181,CI,2012,181,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.080929,-5.749752,9999,333,WGS84
CI201200000182,CI,2012.000000,182.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.534428,-6.324349,9999.000000,270.000000,WGS84,CI201200000182,CI,2012,182,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,7.534428,-6.324349,9999,270,WGS84
CI201200000183,CI,2012.000000,183.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728799,-3.492422,9999.000000,182.000000,WGS84,CI201200000183,CI,2012,183,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.728799,-3.492422,9999,182,WGS84
CI201200000184,CI,2012.000000,184.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.381441,-3.345859,9999.000000,135.000000,WGS84,CI201200000184,CI,2012,184,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.381441,-3.345859,9999,135,WGS84
CI201200000185,CI,2012.000000,185.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.002555,-6.567861,9999.000000,56.000000,WGS84,CI201200000185,CI,2012,185,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.002555,-6.567861,9999,56,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000186,CI,2012.000000,186.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000187,CI,2012.000000,187.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,7.417962,-6.062225,9999.000000,206.000000,WGS84,CI201200000187,CI,2012,187,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,7.417962,-6.062225,9999,206,WGS84
CI201200000188,CI,2012.000000,188.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.456828,-7.494493,9999.000000,422.000000,WGS84,CI201200000188,CI,2012,188,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,7.456828,-7.494493,9999,422,WGS84
CI201200000189,CI,2012.000000,189.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,7.963135,-6.661925,9999.000000,340.000000,WGS84,CI201200000189,CI,2012,189,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,U,7.963135,-6.661925,9999,340,WGS84
CI201200000190,CI,2012.000000,190.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.869862,-6.687437,9999.000000,355.000000,WGS84,CI201200000190,CI,2012,190,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.869862,-6.687437,9999,355,WGS84
CI201200000191,CI,2012.000000,191.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.949658,-6.097641,9999.000000,10.000000,WGS84,CI201200000191,CI,2012,191,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,4.949658,-6.097641,9999,10,WGS84
CI201200000192,CI,2012.000000,192.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.235611,-3.766479,9999.000000,200.000000,WGS84,CI201200000192,CI,2012,192,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.235611,-3.766479,9999,200,WGS84
CI201200000193,CI,2012.000000,193.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.205372,-5.706714,9999.000000,349.000000,WGS84,CI201200000193,CI,2012,193,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.205372,-5.706714,9999,349,WGS84
CI201200000194,CI,2012.000000,194.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.356009,-4.049525,9999.000000,39.000000,WGS84,CI201200000194,CI,2012,194,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.356009,-4.049525,9999,39,WGS84
CI201200000195,CI,2012.000000,195.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.496604,-7.168633,9999.000000,308.000000,WGS84,CI201200000195,CI,2012,195,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.496604,-7.168633,9999,308,WGS84
CI201200000196,CI,2012.000000,196.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.398599,-6.302940,9999.000000,76.000000,WGS84,CI201200000196,CI,2012,196,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.398599,-6.30294,9999,76,WGS84
CI201200000197,CI,2012.000000,197.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,8.032071,-2.799527,9999.000000,353.000000,WGS84,CI201200000197,CI,2012,197,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,U,8.032071,-2.799527,9999,353,WGS84
