DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,dhsid_2,dhscc_2,dhsyear_2,dhsclust_2,ccfips_2,adm1fips_2,adm1fipsna_2,adm1salbna_2,adm1salbco_2,adm1dhs_2,adm1name_2,dhsregco_2,dhsregna_2,source_2,urban_rura_2,latnum_2,longnum_2,alt_gps_2,alt_dem_2,datum_2
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000330,CI,2012.000000,330.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000331,CI,2012.000000,331.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.969462,-7.593861,9999.000000,382.000000,WGS84,CI201200000331,CI,2012,331,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,9.969462,-7.593861,9999,382,WGS84
CI201200000332,CI,2012.000000,332.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.910636,-6.060826,9999.000000,266.000000,WGS84,CI201200000332,CI,2012,332,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.910636,-6.060826,9999,266,WGS84
CI201200000333,CI,2012.000000,333.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,7.132540,-3.191967,9999.000000,242.000000,WGS84,CI201200000333,CI,2012,333,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,7.13254,-3.191967,9999,242,WGS84
CI201200000334,CI,2012.000000,334.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,8.061268,-2.802307,9999.000000,347.000000,WGS84,CI201200000334,CI,2012,334,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,U,8.061268,-2.802307,9999,347,WGS84
CI201200000335,CI,2012.000000,335.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.263146,-3.969476,9999.000000,6.000000,WGS84,CI201200000335,CI,2012,335,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.263146,-3.969476,9999,6,WGS84
CI201200000336,CI,2012.000000,336.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.159627,-6.647762,9999.000000,85.000000,WGS84,CI201200000336,CI,2012,336,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.159627,-6.647762,9999,85,WGS84
CI201200000337,CI,2012.000000,337.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.314762,-3.996928,9999.000000,9.000000,WGS84,CI201200000337,CI,2012,337,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.314762,-3.996928,9999,9,WGS84
CI201200000338,CI,2012.000000,338.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,6.438871,-3.850789,9999.000000,142.000000,WGS84,CI201200000338,CI,2012,338,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,6.438871,-3.850789,9999,142,WGS84
CI201200000339,CI,2012.000000,339.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.348632,-4.442660,9999.000000,261.000000,WGS84,CI201200000339,CI,2012,339,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,8.348632,-4.44266,9999,261,WGS84
CI201200000340,CI,2012.000000,340.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.559130,-3.467329,9999.000000,148.000000,WGS84,CI201200000340,CI,2012,340,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.55913,-3.467329,9999,148,WGS84
CI201200000341,CI,2012.000000,341.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,7.125679,-3.209365,9999.000000,231.000000,WGS84,CI201200000341,CI,2012,341,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,7.125679,-3.209365,9999,231,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000342,CI,2012.000000,342.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000343,CI,2012.000000,343.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728393,-3.485607,9999.000000,197.000000,WGS84,CI201200000343,CI,2012,343,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.728393,-3.485607,9999,197,WGS84
CI201200000344,CI,2012.000000,344.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.284774,-3.960389,9999.000000,4.000000,WGS84,CI201200000344,CI,2012,344,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.284774,-3.960389,9999,4,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000345,CI,2012.000000,345.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000346,CI,2012.000000,346.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GAZ,U,7.813661,-3.164822,9999.000000,262.000000,WGS84,CI201200000346,CI,2012,346,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GAZ,U,7.813661,-3.164822,9999,262,WGS84
CI201200000347,CI,2012.000000,347.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.684719,-5.045481,9999.000000,342.000000,WGS84,CI201200000347,CI,2012,347,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.684719,-5.045481,9999,342,WGS84
CI201200000348,CI,2012.000000,348.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.361619,-5.715785,9999.000000,264.000000,WGS84,CI201200000348,CI,2012,348,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,6.361619,-5.715785,9999,264,WGS84
CI201200000349,CI,2012.000000,349.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,6.987534,-5.277727,9999.000000,203.000000,WGS84,CI201200000349,CI,2012,349,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,6.987534,-5.277727,9999,203,WGS84
CI201200000350,CI,2012.000000,350.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,7.136385,-3.200418,9999.000000,242.000000,WGS84,CI201200000350,CI,2012,350,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,7.136385,-3.200418,9999,242,WGS84
CI201200000351,CI,2012.000000,351.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.658221,-6.512773,9999.000000,245.000000,WGS84,CI201200000351,CI,2012,351,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,6.658221,-6.512773,9999,245,WGS84
CI201200000352,CI,2012.000000,352.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.695010,-5.034002,9999.000000,360.000000,WGS84,CI201200000352,CI,2012,352,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.69501,-5.034002,9999,360,WGS84
