CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,P_Area_km2
656,-4.01914,5.36071,0.30619,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.30619
727,-3.94806,5.30186,1.06324,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.06324
502,-5.17329,6.71984,75.238,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,3.88623
502,-5.17329,6.71984,75.238,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,71.35176
897,-3.98442,5.29077,0.27285,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.27285
592,-6.55413,5.3972,130.04499,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,49.56593
592,-6.55413,5.3972,130.04499,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,80.47905
952,-2.98223,8.1486,458.0885,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,458.0885
167,-4.34099,6.16449,377.3419,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,2,Affery,Sous-préfecture,Sub-prefecture,,,0.00038
167,-4.34099,6.16449,377.3419,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,0.04918
167,-4.34099,6.16449,377.3419,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,97,M'batto,Sous-préfecture,Sub-prefecture,,,202.38978
167,-4.34099,6.16449,377.3419,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,8,Rubino,Sous-préfecture,Sub-prefecture,,,174.90256
24,-5.82956,5.50368,513.9831,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,242.51057
24,-5.82956,5.50368,513.9831,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,132,Fresco,Sous-préfecture,Sub-prefecture,,,178.21191
24,-5.82956,5.50368,513.9831,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,93.26061
161,-5.62566,9.4741,396.96248,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,120,Karakoro,Sous-préfecture,Sub-prefecture,,,4.29904
161,-5.62566,9.4741,396.96248,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,392.66344
476,-5.84253,5.9913,286.12844,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,235.0306
476,-5.84253,5.9913,286.12844,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,51.09784
115,-3.76114,5.21027,31.42,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,74,Grand-Bassam,Sous-préfecture,Sub-prefecture,,,31.42
1008,-4.09736,5.37778,4.34078,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,4.34078
1191,-4.00401,5.3969,0.56194,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.56194
383,-5.05917,5.75832,243.08883,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,231.52691
383,-5.05917,5.75832,243.08883,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,11.56191
60,-5.32604,6.83946,73.67119,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,73.67119
1020,-4.07382,5.34285,0.31592,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.31592
81,-4.06013,5.32238,0.53834,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.53834
839,-4.01161,5.32155,0.24418,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.24418
236,-4.64094,8.35232,2534.69999,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,150,Bonieredougou,Sous-préfecture,Sub-prefecture,,,1101.35251
236,-4.64094,8.35232,2534.69999,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,151,Dabakala,Sous-préfecture,Sub-prefecture,,,517.17091
236,-4.64094,8.35232,2534.69999,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,152,Foumbolo,Sous-préfecture,Sub-prefecture,,,912.96184
236,-4.64094,8.35232,2534.69999,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,157,Niakarmadougou,Sous-préfecture,Sub-prefecture,,,3.21473
142,-4.89402,5.65708,457.77571,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,0.16828
142,-4.89402,5.65708,457.77571,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,0.00014
142,-4.89402,5.65708,457.77571,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,322.69872
142,-4.89402,5.65708,457.77571,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,134.90857
471,-4.09819,5.36168,1.0331,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.0331
633,-4.7229,6.15226,461.49406,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,98,Tiemelekro,Sous-préfecture,Sub-prefecture,,,9.19777
633,-4.7229,6.15226,461.49406,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,79,Taabo,Sous-préfecture,Sub-prefecture,,,82.57998
633,-4.7229,6.15226,461.49406,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,42.28752
633,-4.7229,6.15226,461.49406,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,327.42879
289,-4.07393,5.35597,0.34902,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.34902
21,-5.22252,5.31805,308.63747,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,308.63747
978,-6.20208,9.5466,850.65442,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,107,Boundiali,Sous-préfecture,Sub-prefecture,,,720.52575
978,-6.20208,9.5466,850.65442,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,125,Niofoin,Sous-préfecture,Sub-prefecture,,,28.41382
978,-6.20208,9.5466,850.65442,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,109,Kassere,Sous-préfecture,Sub-prefecture,,,70.248
978,-6.20208,9.5466,850.65442,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,110,Kolia,Sous-préfecture,Sub-prefecture,,,0.02125
978,-6.20208,9.5466,850.65442,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,127,Sirasso,Sous-préfecture,Sub-prefecture,,,31.44559
874,-6.18391,4.98931,217.93015,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,217.93015
10,-4.0216,5.44691,1.98799,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.9687
10,-4.0216,5.44691,1.98799,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,0.01929
1023,-3.913,5.24845,0.81747,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.81747
542,-4.02149,5.32534,0.07331,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.07331
741,-4.01361,5.32195,0.02639,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.02639
436,-4.0255,5.34733,0.2184,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.2184
342,-6.64948,4.72531,13.0243,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,13.0243
200,-3.972,5.27282,0.91968,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.91968
1095,-5.70189,9.93417,595.1391,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,448.55267
1095,-5.70189,9.93417,595.1391,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,116,Nielle,Sous-préfecture,Sub-prefecture,,,58.39718
1095,-5.70189,9.93417,595.1391,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,123,M'bengue,Sous-préfecture,Sub-prefecture,,,88.18924
787,-3.99245,5.43659,2.23982,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.23982
400,-3.10317,5.72178,182.03092,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,139,Ayame,Sous-préfecture,Sub-prefecture,,,182.03092
34,-3.93217,5.25516,0.03786,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.03786
61,-3.94011,5.35375,3.08417,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.58237
61,-3.94011,5.35375,3.08417,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,0.5018
859,-5.79925,6.04161,106.9565,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,70.94062
859,-5.79925,6.04161,106.9565,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,23.85846
859,-5.79925,6.04161,106.9565,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,136,Zikisso,Sous-préfecture,Sub-prefecture,,,12.15742
54,-3.96056,5.28933,0.66718,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.66718
861,-5.41934,6.40341,95.80831,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,95.80831
1162,-5.35676,6.4316,218.00924,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,177.28968
1162,-5.35676,6.4316,218.00924,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,62,Kokoumbo,Sous-préfecture,Sub-prefecture,,,40.71955
1111,-4.0087,5.30425,0.36215,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.36215
756,-4.0155,5.35339,0.579,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.579
785,-5.17867,9.71782,323.61739,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,0.65359
785,-5.17867,9.71782,323.61739,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,113,Ferkessedougou,Sous-préfecture,Sub-prefecture,,,322.9638
385,-3.99421,5.39648,0.6267,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.6267
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,173.7412
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,94,Agnibilekro,Sous-préfecture,Sub-prefecture,,,335.95295
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,100,Ettrokro,Sous-préfecture,Sub-prefecture,,,86.66832
83,-3.53552,7.10659,597.70144,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,99,Daoukro,Sous-préfecture,Sub-prefecture,,,1.33898
870,-4.79486,5.34466,320.39634,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,95.24929
870,-4.79486,5.34466,320.39634,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,75,Jacqueville,Sous-préfecture,Sub-prefecture,,,8.30627
870,-4.79486,5.34466,320.39634,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,216.84077
248,-5.26035,7.01237,112.20279,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,2.02331
248,-5.26035,7.01237,112.20279,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,110.17949
139,-6.78026,7.12552,183.36524,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,28.26054
139,-6.78026,7.12552,183.36524,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,155.1047
1139,-6.50883,5.973,101.34619,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,21,Grand-Zattry,Sous-préfecture,Sub-prefecture,,,10.23813
1139,-6.50883,5.973,101.34619,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,91.10806
474,-6.69567,5.20052,160.96461,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,160.96461
786,-4.05711,5.33967,0.57424,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.57424
110,-3.3545,6.98677,138.94068,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,50.77013
110,-3.3545,6.98677,138.94068,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,94,Agnibilekro,Sous-préfecture,Sub-prefecture,,,88.17055
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,20,Buyo,Sous-préfecture,Sub-prefecture,,,266.26268
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,32.53332
422,-3.94752,5.31027,1.27465,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.27465
902,-3.72526,5.19271,7.5531,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,74,Grand-Bassam,Sous-préfecture,Sub-prefecture,,,7.5531
733,-4.00469,5.32661,0.42355,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.42355
719,-6.56436,5.39928,48.20678,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,2.74376
719,-6.56436,5.39928,48.20678,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,45.46301
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,53.69072
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,8.55459
1092,-4.95334,5.89672,232.33986,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,170.09455
543,-3.86147,6.12383,65.22991,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,65.22991
286,-4.09153,5.3547,0.78806,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.78806
445,-5.07506,7.66744,68.48687,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,68.48687
1168,-8.1624,6.98668,161.46475,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,44,Zouan-Hounien,Sous-préfecture,Sub-prefecture,,,161.46475
277,-6.61336,4.73619,46.42827,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,46.42827
1201,-3.91903,5.25,3.48785,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,3.48785
135,-4.04503,5.63294,278.18326,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,6.79165
135,-4.04503,5.63294,278.18326,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,22.08125
135,-4.04503,5.63294,278.18326,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,249.31036
997,-6.4421,6.85623,9.67708,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,9.67708
367,-4.70515,6.64737,30.36164,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,103,Dimbokro,Sous-préfecture,Sub-prefecture,,,30.36164
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,20,Buyo,Sous-préfecture,Sub-prefecture,,,5.24304
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,58,Zoukougbeu,Sous-préfecture,Sub-prefecture,,,139.89116
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,164.74491
966,-6.85801,6.62643,313.05202,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,86,Duekoue,Sous-préfecture,Sub-prefecture,,,3.17291
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,94,Agnibilekro,Sous-préfecture,Sub-prefecture,,,57.66746
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,183,Koun-Fao,Sous-préfecture,Sub-prefecture,,,67.98913
30,-3.85479,6.09139,116.63463,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,116.63463
504,-7.4104,4.92215,693.00098,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,24,Grabo,Sous-préfecture,Sub-prefecture,,,669.37103
504,-7.4104,4.92215,693.00098,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,25,Tabou,Sous-préfecture,Sub-prefecture,,,23.62994
1089,-6.38495,10.47301,1587.53487,57,CIV,Côte d'Ivoire,14,Savanes,37,Tengréla,129,Kanakono,Sous-préfecture,Sub-prefecture,,,86.70875
1089,-6.38495,10.47301,1587.53487,57,CIV,Côte d'Ivoire,14,Savanes,37,Tengréla,130,Tengrela,Sous-préfecture,Sub-prefecture,,,1454.36069
1089,-6.38495,10.47301,1587.53487,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,28,Goulia,Sous-préfecture,Sub-prefecture,,,46.46543
970,-4.0558,5.4899,9.81467,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,9.81467
760,-3.67639,5.18427,37.25673,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,0.05934
760,-3.67639,5.18427,37.25673,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,27.27206
760,-3.67639,5.18427,37.25673,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,74,Grand-Bassam,Sous-préfecture,Sub-prefecture,,,9.92533
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,42,Bin-Houye,Sous-préfecture,Sub-prefecture,,,245.99936
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,20.67539
253,-3.80428,6.2513,119.86146,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,108.86863
253,-3.80428,6.2513,119.86146,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,2,Affery,Sous-préfecture,Sub-prefecture,,,10.99283
70,-3.66106,5.4971,251.70859,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,170.44291
70,-3.66106,5.4971,251.70859,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,81.26568
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,9.02767
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,76,Sikensi,Sous-préfecture,Sub-prefecture,,,31.48768
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,237.59288
932,-4.07411,5.33032,0.16997,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.16997
125,-3.38724,5.14509,17.45759,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,138,Adiake,Sous-préfecture,Sub-prefecture,,,17.45759
437,-4.00176,5.2738,1.02062,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.02062
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,279.67807
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,28.59811
164,-6.18901,7.18813,334.92321,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,26.64703
1157,-6.66027,6.96702,355.0573,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,241.92799
1157,-6.66027,6.96702,355.0573,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,54.13619
1157,-6.66027,6.96702,355.0573,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,58,Zoukougbeu,Sous-préfecture,Sub-prefecture,,,58.99312
191,-3.98109,5.44459,59.4691,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,12.90164
191,-3.98109,5.44459,59.4691,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,46.56746
829,-4.09969,5.3547,1.19236,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.19236
876,-8.28935,6.57907,375.38558,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,90,Toulepleu,Sous-préfecture,Sub-prefecture,,,173.48613
876,-8.28935,6.57907,375.38558,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,42,Bin-Houye,Sous-préfecture,Sub-prefecture,,,96.80254
876,-8.28935,6.57907,375.38558,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,105.09691
581,-6.22362,7.32934,406.84035,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,0.96774
581,-6.22362,7.32934,406.84035,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,405.8726
1175,-3.9465,5.33464,1.10524,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.10524
1170,-6.53011,6.91755,121.05377,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,5.50682
1170,-6.53011,6.91755,121.05377,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,115.54695
