DHSCLUST,DHSREGCO,O_Area_km2,ID_2,P_Area_km2,Proportion
187,2,679.4199,31103,668.58235,0.98405
179,2,471.72228,31080,202.83327,0.42998
179,2,471.72228,31102,126.6161,0.26841
179,2,471.72228,31103,142.27366,0.30160
22,3,699.14543,31080,31.22278,0.04466
22,3,699.14543,31081,290.10188,0.41494
22,3,699.14543,31103,210.40957,0.30095
22,3,699.14543,31092,167.45527,0.23951
117,1,3895.38847,31098,854.0023,0.21923
117,1,3895.38847,31095,3041.19786,0.78072
103,1,892.104,31082,6.86254,0.00769
103,1,892.104,31092,802.02889,0.89903
103,1,892.104,31093,83.19197,0.09325
185,2,909.85868,31080,62.55617,0.06875
185,2,909.85868,31103,762.20298,0.83772
185,2,909.85868,31092,85.03137,0.09346
184,2,950.67155,31103,770.75262,0.81075
184,2,950.67155,31092,180.04138,0.18938
128,1,8554.7604,31093,12.47743,0.00146
128,1,8554.7604,31095,8542.3776,0.99855
108,1,1737.4471,31093,1737.4471,1.00000
105,1,1343.50368,31092,1119.98152,0.83363
105,1,1343.50368,31093,46.34533,0.03450
105,1,1343.50368,31094,177.17247,0.13187
119,1,2702.02453,31095,2702.02457,1.00000
110,1,4147.26423,31093,4105.51062,0.98993
110,1,4147.26423,31095,42.77974,0.01032
120,1,177.47102,31095,177.47102,1.00000
109,1,2521.15543,31093,2466.67787,0.97839
109,1,2521.15543,31094,54.71506,0.02170
125,1,621.31858,31095,621.31858,1.00000
104,1,1338.15543,31103,158.46335,0.11842
104,1,1338.15543,31092,1160.31381,0.86710
104,1,1338.15543,31094,19.26921,0.01440
113,1,380.41749,31092,102.60546,0.26972
113,1,380.41749,31094,277.83015,0.73033
116,1,303.37684,31092,139.38626,0.45945
116,1,303.37684,31094,163.9647,0.54047
126,1,89.83126,31095,89.83133,1.00000
159,4,868.62574,31098,868.62584,1.00000
118,1,236.08231,31095,236.08237,1.00000
111,1,1177.13289,31093,8.72115,0.00741
111,1,1177.13289,31094,1168.35614,0.99254
127,1,801.29578,31095,801.29578,1.00000
115,1,295.69961,31094,295.69961,1.00000
114,1,882.18254,31092,84.80151,0.09613
114,1,882.18254,31094,780.18269,0.88438
114,1,882.18254,31096,17.23188,0.01953
122,1,1856.17946,31095,1856.17946,1.00000
124,1,255.81518,31095,255.81612,1.00000
112,1,3556.5716,31093,425.22701,0.11956
112,1,3556.5716,31094,2405.36161,0.67631
112,1,3556.5716,31096,725.81523,0.20408
141,1,893.8022,31094,406.88476,0.45523
141,1,893.8022,31096,486.82504,0.54467
143,1,273.92071,31094,23.67361,0.08643
143,1,273.92071,31096,250.23655,0.91354
144,1,138.37165,31096,138.37168,1.00000
140,1,770.33002,31096,770.33005,1.00000
107,1,6468.51097,31097,1672.57954,0.25857
107,1,6468.51097,31093,4589.51342,0.70952
107,1,6468.51097,31095,206.03861,0.03185
137,1,3456.42728,31097,2495.78707,0.72207
137,1,3456.42728,31093,86.75754,0.02510
137,1,3456.42728,31095,873.57324,0.25274
142,1,589.38577,31102,66.49294,0.11282
142,1,589.38577,31103,55.73902,0.09457
142,1,589.38577,31077,82.12863,0.13935
142,1,589.38577,31078,79.47571,0.13484
142,1,589.38577,31096,19.51089,0.03310
142,1,589.38577,31079,285.73746,0.48481
121,1,640.81139,31097,107.04418,0.16704
121,1,640.81139,31095,533.76307,0.83295
123,1,394.20968,31095,394.20994,1.00000
134,1,335.61506,31097,335.61506,1.00000
132,1,1541.17197,31096,1541.17215,1.00000
139,1,1422.73779,31097,1422.73787,1.00000
131,1,492.12487,31096,492.12501,1.00000
133,1,1366.4812,31097,0.14288,0.00010
133,1,1366.4812,31096,1366.33959,0.99990
138,1,3194.83854,31097,2919.75711,0.91390
138,1,3194.83854,31093,108.38221,0.03392
138,1,3194.83854,31096,165.99433,0.05196
136,1,1871.78098,31097,1871.78114,1.00000
135,1,2012.60084,31097,2012.60097,1.00000
130,1,575.13122,31097,195.44011,0.33982
130,1,575.13122,31096,379.68792,0.66018
