DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
CI201200000182,CIGE61FL,CI,2012,182,CI2012DHS,8604.356445,9552.926758,10772.375,24.94951278,27.38851721,30.40791029,34.2895346,6926.00271,0.002349427,0.003312457,0.005704922,5,3973.444444,3997,3996.444444,4096.777778,4365.111111,4482.555556,4548,30.31621622,11.0,0,0.161470476,0.729450213,0.649636587,0.632448832,0.543364334,0.383086268,0.033321525,1758.276423,172205.5187,35557.08221,58694.95227,1351,1049.888889,1251.777778,1287.222222,1035.444444,1452.222222,1088.333333,0.13561196198334566,0,0,0,26.91925049,23.98424911,25.24024963,27.02700043,25.71025085,24.13549995,25.31550026,27.2472496,26.39175034,25.67400169,25.24899864,24.82649994,174.5945946,8109.113281,8802.296875,9636.775391,10684.99219,25.81210926,28.01858116,30.67480878,34.01138648
CI201200000183,CIGE61FL,CI,2012,183,CI2012DHS,43364.17969,48144.78125,54290.55078,3143.510314,3450.811775,3831.23996,4320.30476,7732.2,0.823191863,0.899253112,0.903074705,-9999,3936,3891,3976,4043,4128,4294,4237,54.06666667,12,0,0.073272701,0.420433927,0.4980748,0.443675011,0.393160909,0.308771402,10.43854181,1676.266667,27699.1072,43409.20676,94447.23324,1316,1082,1480,1029,1140,1500,1005,0.5498826980590821,3,3,3,27.64999962,24.29000092,26.41499901,27.71000099,26.51499939,24.72500038,25.85300064,27.90999985,27.00799942,26.64800072,26.02600098,25.27099991,2.666666667,1799.765503,1926.474854,2079.800781,2273.972412,143.2207881,153.3039979,165.5052875,180.9569749
CI201200000184,CIGE61FL,CI,2012,184,CI2012DHS,21158.85938,23491.48047,26490.20703,61.35302445,67.35074121,74.77570475,84.32094785,8671.608696,0.002834152,0.00327214,0.003625226,-9999,4131,4229.7,4328.4,4287.9,4511.9,4693.6,4636.4,30.91304348,12.0,0,0.088522489,0.526407989,0.622940336,0.610263893,0.530498164,0.442845276,0.028767488,1647.478261,16145.72143,17015.4612,53210.06291,1414.4,1265.1,1513.9,1216.6,1368.5,1693.2,1171.4,0.35844661878502887,0,0,0,27.83833313,24.5643336,26.71200053,27.84966532,26.68200175,25.11833445,26.132665,28.06166585,27.35266622,26.96766663,26.25900014,25.53533427,117.8342391,18148.30859,19453.5625,21032.34961,23030.37109,57.76786042,61.92261265,66.94804811,73.307948
CI201200000185,CIGE61FL,CI,2012,185,CI2012DHS,4756.749023,5281.147461,5955.29541,13.79284918,15.1412024,16.81041447,18.95629404,9815.892183,0.004531368,0.010998227,0.019761437,-9999,3615.2,3674.9,3884.1,3810.6,3949.3,3976.5,3983,27.92183288,13.0,0,0.171490275,0.640230389,0.556659188,0.520258018,0.536015919,0.492417983,0.04483893,1452.407008,25139.50829,41796.01669,248860.096,1498.3,1405,1588.7,1504.3,1646.9,1886.8,1380.5,0.020730846333053877,0,0,1,27.50799942,24.51224899,26.3342495,27.08924866,26.31599808,24.875,25.85974884,27.28749847,26.68925095,26.44074821,25.93499756,25.09049988,163.0269542,22202.94727,24634.1875,27566.37891,31240.875,70.67417618,78.41305419,87.74650933,99.44279366
CI201200000186,CIGE61FL,CI,2012,186,CI2012DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CI201200000187,CIGE61FL,CI,2012,187,CI2012DHS,15864.96094,17613.96289,19862.41602,1150.065742,1262.493478,1401.674631,1580.600846,6734,0.189795567,0.202590135,0.255642212,-9999,3562,3473,3478,3600,3788,4025,4122,37.5,12,0,0.141030058,0.622499065,0.582470417,0.552582741,0.46930775,0.296612144,3.048859169,1782,203557.8268,14289.16117,27031.68118,1356,839,1208,1086,968,1422,905,0.0949840247631073,1,2,2,27.42300034,24.45599937,25.64400101,27.75,26.30800056,24.6230011,25.73699951,27.8390007,26.81100082,26.07800102,25.67499924,25.19300079,99.875,911.1251221,995.8026123,1097.69751,1225.450073,72.50503348,79.24345405,87.35199237,97.51821832
CI201200000188,CIGE61FL,CI,2012,188,CI2012DHS,120787.9609,134104.0156,151222.625,350.2412917,384.4800209,426.8663394,481.3565655,9465.691892,0.042843389,0.050036439,0.074468844,5,4459.25,4493.416667,4524.083333,4441.5,4608.75,4713.166667,4686.833333,34.32972973,12.0,0,0.035869351,0.566021258,0.567419359,0.590464047,0.488074507,0.392645359,0.547435673,1717.210811,74699.00805,43339.71667,183722.0641,2047.5,1467,1981.25,1829,1776.083333,2024.583333,1862.833333,2.4476654877533783,0,0,1,25.84049988,23.3397522,23.29800034,25.40300179,24.08774948,23.28500175,24.38100052,25.82749939,25.44950104,24.41050148,24.4470005,23.99025154,120.0108108,43334.66406,47990.67969,53611.47656,60660.69141,137.9385198,152.7590779,170.65063,193.0889778
CI201200000189,CIGE61FL,CI,2012,189,CI2012DHS,15853.88477,17601.66602,19848.54883,1149.262896,1261.612064,1400.696077,1579.49733,7114.5,0.288394383,0.311630113,0.379366057,5,3221,3355,3473,3518,3573,3725,3745,49.5625,11,0,0.150296263,0.685461213,0.54660809,0.549004853,0.381112993,0.202704772,6.727739301,1768.9375,116888.5307,44910.20272,101074.7363,1386,1084,1290,1269,1322,1390,1136,0.10020430386066437,1,1,2,27.59799957,24.25,25.57500076,27.34600067,26.1079998,24.43300056,25.71100044,27.66399956,27.01600075,26.1060009,25.72299957,25.18799973,170.875,741.8608398,826.5064697,928.7116699,1056.864014,59.03540987,65.77129508,73.90452649,84.102566
CI201200000190,CIGE61FL,CI,2012,190,CI2012DHS,2580.021484,2864.451416,3230.103516,7.481127836,8.212463449,9.117832042,10.28173883,7466.99729,0.000705981,0.000897224,0.00118056,5,3313.909091,3329.272727,3385.181818,3494.363636,3650.818182,3688.636364,3667,29.63414634,10.0,0,0.175045186,0.692522222,0.571642101,0.536955953,0.41709736,0.287061095,0.005060078,1819.02439,111820.4007,101876.9565,149996.1515,1361.4,1204.3,1462.2,1267.6,1329.1,1502.1,992.4,0.6380125216352261,0,0,0,27.61675072,24.07949829,24.77549934,27.10675049,25.23999977,24.2962513,25.50974846,27.90250015,26.83150101,25.6277504,25.19449997,24.71524811,318.7262873,3987.76123,4479.991211,5086.0625,5860.287598,12.69343823,14.26025492,16.18943975,18.65387478
CI201200000191,CIGE61FL,CI,2012,191,CI2012DHS,10654.74023,11829.35352,13339.39063,772.3721002,847.8772875,941.3500431,1061.514978,10830.58333,0.263590479,0.272707248,0.402122974,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55,13,0,0.140828613,0.617487441,0.43827194,0.406666517,0.458033055,0.469765186,2.359781092,1423.083333,1010.786299,91880.84067,232148.0277,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1187578331340443,2,2,2,27.27977562,24.11797714,26.19662857,26.96404457,26.21910095,24.57865143,25.50786591,27.12247276,26.54044914,26.33258438,25.4842701,24.68202209,130.4166667,468.2456055,567.9169312,694.7102051,860.6599731,37.26180135,45.19339343,55.28328158,68.48914452
CI201200000192,CIGE61FL,CI,2012,192,CI2012DHS,9712.447266,10783.17773,12159.66992,28.16257598,30.91567984,34.32392076,38.70543148,6378.359249,0.000934706,0.00111236,0.001697179,-9999,4447.333333,4479.222222,4457.222222,4784.666667,5001.666667,5092.444444,5136.444444,23.00268097,11.0,0,0.167133937,0.670287276,0.652958274,0.596627414,0.537140369,0.420295298,0.028244665,1742.018767,74354.60077,100482.9747,157330.662,1267.6,948.4,1231.5,887.6,931.1,1258.2,817.8,0.2550393889480877,0,0,0,27.75925064,24.42475128,26.29050064,27.99200058,26.54050064,24.78849983,25.87825012,28.25699997,27.1135006,26.59174919,25.95149994,25.22525024,245.8525469,5801.346191,6312.343262,6927.846191,7699.708496,18.46625846,20.09281265,22.05201933,24.50893335
CI201200000193,CIGE61FL,CI,2012,193,CI2012DHS,9931.488281,11026.36719,12433.90137,28.797713,31.61290904,35.09801685,39.5783373,6842.448,0.001098056,0.001533173,0.002620676,5,2821.5,2924.75,2998.583333,3117.166667,3408.666667,3336.25,3412.75,23.71808511,9.0,0,0.130994052,0.659639281,0.651217906,0.601133601,0.544287046,0.428026199,0.081700758,1824.056,111508.037,64242.95917,123167.2267,1324.083333,1117.583333,1342,1359.583333,1203.5,1268.25,825.5,0.5592168782552084,0,0,0,28.55475044,24.69775009,26.02949905,28.58449936,26.61400032,24.93225098,26.07099915,29.1590004,27.62725067,26.66724968,25.94549942,25.12949944,151.5626667,7888.377441,9013.212891,10387.49414,12123.93359,25.10948525,28.68994769,33.06442077,38.59167921
CI201200000194,CIGE61FL,CI,2012,194,CI2012DHS,101844.8203,113072.5156,127506.4141,7382.827277,8104.55329,8998.024893,10146.63804,12009.57143,0.634713246,0.663014852,0.700513179,-9999,1278,1376,1498,1666,1724,1752,1733,85.71428571,12,0,0.003887018,0.161006954,0.341798872,0.526626647,0.306027174,0.288328379,14.14289067,1470.285714,11381.33953,2112.475242,15556.31194,1540,1466,1821,1617,1680,1965,1500,0.0037764483796698706,3,3,3,27.95199966,24.26399994,27.02600098,27.55999947,26.7689991,24.9260006,26.17000008,27.81399918,27.36499977,27.18000031,26.10499954,25.11000061,8,66985.625,74095.50781,82663.41406,93398.54688,5330.546667,5896.333164,6578.14548,7432.420207
CI201200000195,CIGE61FL,CI,2012,195,CI2012DHS,7061.963867,7840.497559,8841.351563,20.47713609,22.47892915,24.95707886,28.1428961,7294.994681,0.004924062,0.009409206,0.021592039,5,3415.444444,3422.555556,3527.222222,3564,3646.111111,3794,3797.222222,25.8856383,10.0,0,0.145348207,0.66143915,0.514871438,0.506734117,0.373429203,0.241201464,0.182704644,1818.00266,53284.88097,39157.1203,171685.8842,1427.5,1232.8,1577.8,1374.6,1437.2,1533.6,1181,0.6922768937780502,0,0,0,27.65649986,24.27625084,24.8967495,27.10575104,25.40974998,24.45975113,25.72000122,27.8484993,27.0359993,25.73825073,25.43349838,25.00849915,367.7234043,4351.03418,4694.474609,5114.334473,5649.269043,13.84977195,14.94297678,16.27943224,17.98218186
CI201200000196,CIGE61FL,CI,2012,196,CI2012DHS,691.4781494,767.7088623,865.708252,2.005035799,2.20104331,2.443693206,2.755634952,9661.294278,0.000537302,0.0017152,0.005924774,-9999,3795.9,3796.4,3896,3855.6,4108.9,4091,4129,30.65205479,12.0,0,0.136316675,0.629000791,0.573689143,0.534546026,0.536108653,0.504126517,0,1503.673025,48647.21475,67724.95238,196222.6568,1523.5,1402.916667,1624.833333,1469.416667,1777,2169.583333,1462.333333,0.17741755763581404,0,0,0,27.34900157,24.44999949,26.04833476,27.11566671,26.23899841,24.75533295,25.76166789,27.20766703,26.52133433,26.21700033,25.77766673,25.13033295,249.9972752,8060.660156,9776.613281,11959.45898,14816.17773,25.65787817,31.11992661,38.06814027,47.16135847
CI201200000197,CIGE61FL,CI,2012,197,CI2012DHS,29161.1582,32375.97461,36508.82031,2113.919423,2320.571237,2576.398198,2905.279609,6574.642857,0.537606041,0.582763354,0.676141977,7,3375,3456,3536,3604,3737,3673,3687,57.92857143,10,0,0.125996258,0.515770402,0.453338772,0.391978711,0.3056283,0.194791958,8.593709137,1711.214286,9066.132896,39583.75412,136320.0611,1230,1074,1153,990,944,1348,806,0.7469021252223423,3,3,3,27.58500099,23.95299911,25.60099983,28.13299942,26.60900116,24.17000008,25.34799957,28.43400002,26.81599998,26.04400063,25.34499931,24.44799995,1.785714286,1471.878662,1587.342041,1726.562622,1901.944092,117.1283823,126.3166661,137.3954879,151.3519019
CI201200000198,CIGE61FL,CI,2012,198,CI2012DHS,9782.414063,10860.85938,12247.2666,28.36545501,31.13839107,34.57118913,38.98426038,6469.929919,2.29E-05,0.000326642,0.000594494,4.2,2813.545455,2851.909091,2901.545455,3115.181818,3218.636364,3179.363636,3201,24.95442359,9.0,0,0.185636546,0.737208183,0.548231888,0.481941001,0.475558758,0.371965631,0.062414822,1882.156334,42298.48361,127857.0318,237521.5656,1142,1238.8,1310.6,1233.4,1033.3,1308.6,975.1,0.34560943356742757,0,0,0,29.0340004,24.98649979,24.83449936,27.72200012,25.50500107,25.3465004,26.54425049,29.12099838,28.19524956,26.12725067,26.07299805,25.28824997,252.8086253,7480.926758,8387.988281,9485.801758,10864.39648,23.81252945,26.69979595,30.19424478,34.58244807
CI201200000199,CIGE61FL,CI,2012,199,CI2012DHS,2587.256592,2872.483887,3239.161621,7.502105514,8.235493513,9.143400191,10.31057167,6128.360963,5.35E-05,0.000176293,0.002088758,5,3302.416667,3270.833333,3302.583333,3390.166667,3557.75,3535.583333,3583.916667,25.59893048,10.0,0,0.14401694,0.684680801,0.662802505,0.630825933,0.598124695,0.515218735,0,1823.377005,134247.0107,24788.87809,68094.09641,1268.2,1010.1,1260.2,1151.1,1101.7,1229.6,835.2,0.2589524620994527,0,0,0,28.01774979,24.42225075,25.87725067,28.19349861,26.54475021,24.59925079,25.77349854,28.62824821,27.13325119,26.32724953,25.71625137,25.00575066,221.3850267,4451.299805,4912.736328,5468.599121,6165.000977,14.16892734,15.63772541,17.40709164,19.62380759
CI201200000200,CIGE61FL,CI,2012,200,CI2012DHS,30053.15234,33366.30469,37625.57422,2178.581248,2391.553875,2655.206162,2994.148062,7769.625,0.604477149,0.724524278,0.732498462,-9999,3936,3891,3976,4043,4128,4294,4237,53.875,12,0,0.073272701,0.420433927,0.4980748,0.443675011,0.393160909,0.308771402,6.738583156,1673.5625,26552.52961,42262.46848,93756.07009,1316,1082,1480,1029,1140,1500,1005,0.39285096526145935,3,3,3,27.64999962,24.29000092,26.41499901,27.71000099,26.51499939,24.72500038,25.85300064,27.90999985,27.00799942,26.64800072,26.02600098,25.27099991,3.125,1919.762939,2054.920654,2218.469482,2425.587402,152.7698807,163.5253899,176.5401921,193.0221125
CI201200000201,CIGE61FL,CI,2012,201,CI2012DHS,4686.991211,5203.700195,5867.961426,13.59057786,14.91915639,16.56389217,18.67830134,10595.34426,0.000382471,0.004588485,0.00635484,-9999,4215.6,4241.3,4331.2,4225.8,4390,4294.9,4319.2,27.18032787,13.0,0,0.172948717,0.653937339,0.569932429,0.517608643,0.512958399,0.444735591,0.000297764,1471.639344,44693.10786,13979.77503,253937.7755,1476.272727,1695.818182,1797.181818,1650.545455,1862.545455,2259.818182,1463.454545,0.25672112136590675,0,0,0,27.28524971,24.49425125,26.25325012,26.94174957,26.1467514,24.77900124,25.69449997,27.15099907,26.41500092,26.10025024,25.97875023,25.17074966,274.2322404,11415.00098,12664.9834,14172.48242,16061.68262,36.33507663,40.31389425,45.11241266,51.12592367
CI201200000202,CIGE61FL,CI,2012,202,CI2012DHS,6392.419434,7097.140625,8003.102539,18.53569913,20.34770302,22.59090025,25.47466658,5894.786885,0.001609061,0.001966638,0.002744611,7,3575.416667,3474.166667,3511.416667,3769,4064,4204.25,4174.166667,21.77656676,11.0,0,0.167662235,0.685525947,0.585356776,0.554045931,0.509360218,0.333148925,0.021695844,1824.956284,152976.4105,108911.5446,108933.784,1393.818182,882.2727273,1092.272727,867.2727273,863.3636364,1221,793.2727273,0.09048424392450051,0,0,0,28.24399948,24.92100143,26.58450127,28.57275009,27.09824944,25.18650055,26.33975029,28.78649902,27.48475075,26.92300034,26.28025055,25.51874924,213.8387978,6732.361816,7423.248047,8255.589844,9298.115234,21.42977323,23.62893241,26.27835864,29.59682002
CI201200000203,CIGE61FL,CI,2012,203,CI2012DHS,26630.88086,29566.75391,33341,1930.497548,2119.218164,2352.847518,2653.192479,11292.73333,0.290376553,0.306499811,0.434337653,-9999,4034,4053,4092,3819,3624,3596,3577,63.8,12,0,0.031927524,0.388960929,0.508901596,0.623863101,0.459173471,0.384153008,3.366450446,1498.733333,27397.8808,8818.746207,17058.23389,1607,1395,1648,1563,1694,1841,1436,0.017607043186823528,1,3,3,27.76199913,24.20300102,26.83399963,27.42199898,26.63700104,24.83399963,26.06200027,27.66600037,27.21500015,26.95100021,26.00900078,25.04599953,5.933333333,2740.875977,3031.7854,3382.361816,3821.587402,218.1119801,241.2618164,269.1598012,304.1122627
CI201200000204,CIGE61FL,CI,2012,204,CI2012DHS,26929.21094,29897.9707,33714.5,78.08494635,85.71834069,95.16819651,107.3165866,6013.092141,0.007632966,0.00967664,0.011221593,5,3713.1,3691,3680.3,3805.4,3984,4088.6,4151.2,25.27913279,11.0,0,0.148514509,0.649629084,0.618017793,0.574308753,0.551900029,0.416422904,0.154312062,1828.880759,218169.3271,72882.8439,33066.7885,1424.3,966.2,1152.2,1175.3,962.2,1402.7,944.4,0.4072632828379065,0,0,0,27.26549911,23.91324997,25.54874992,27.8654995,26.44950104,23.93774796,25.06299973,27.8845005,26.30725098,25.64800072,25.14875031,24.3967514,82.79674797,22679.03125,24056.52344,25742.60547,27905.09961,72.18959856,76.57429238,81.94125817,88.82469081
CI201200000205,CIGE61FL,CI,2012,205,CI2012DHS,22396.80078,24865.89453,28040.07031,1623.565064,1782.280777,1978.765014,2231.357897,7387,0.223946214,0.284894854,0.339738399,-9999,3584,3583,3628,3911,4061,4023,4029,57.33333333,12,0,0.146493157,0.614874598,0.555272281,0.502514541,0.527791798,0.402106196,2.104732386,1750.8,207718.8609,5492.676751,10694.06104,1426,1065,1367,1138,1126,1500,861,0.08716997305552164,0,3,3,27.7310009,24.81699944,25.61400032,27.98699951,26.3920002,24.90499878,25.92399979,28.08200073,26.99099922,26.11600113,25.9279995,25.41699982,3,894.2316895,1021.604675,1177.135864,1373.651245,71.16069683,81.29671696,93.67349572,109.3116929
CI201200000206,CIGE61FL,CI,2012,206,CI2012DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CI201200000207,CIGE61FL,CI,2012,207,CI2012DHS,28188.42969,31296.01172,35291,2043.405701,2243.163962,2490.457482,2808.368548,9824,0.54488148,0.630436693,0.646360329,-9999,3133,3345,3547,3532,3622,3586,3594,59.92857143,13,0,0.134054893,0.474073856,0.411524594,0.380010009,0.410782635,0.374931097,4.57095437,1423.285714,6292.632999,53350.50385,275782.3413,1224,1062,1172,1199,1399,1562,1123,0.02757019656045096,3,3,3,27.52783585,24.5515461,26.46082497,27.10103035,26.41649437,24.96907234,25.84123611,27.3453598,26.78659821,26.58144379,25.94329834,25.01030922,14.85714286,2528.583008,2805.477783,3139.39917,3557.889893,201.2182424,223.2528284,249.8254481,283.1278817
CI201200000208,CIGE61FL,CI,2012,208,CI2012DHS,1211.690552,1345.27124,1516.997314,87.83657755,96.42327042,107.0532838,120.7188106,8135.8,0.00834859,0.016756207,0.058929498,-9999,4274,4114,4035,4387,4701,4736,4737,32,13,0,0.183124299,0.767880613,0.619862378,0.599886,0.546451926,0.460786104,0.126749244,1654.133333,147979.5885,42982.85766,88247.50314,1580,1147,1611,1473,1364,1839,1218,0.27311452229817706,0,0,1,26.94599915,24.19499969,25.18700027,27.09900093,25.81799889,24.34499931,25.33099937,27.17000008,26.25300026,25.57299995,25.40699959,24.89699936,138.1333333,1106.858154,1157.016846,1219.818848,1302.444946,88.08097326,92.07247514,97.07009967,103.6452756
CI201200000209,CIGE61FL,CI,2012,209,CI2012DHS,7474.980469,8299.045898,9358.433594,21.67473352,23.79360182,26.41668355,29.78881932,5863.765668,0.003204841,0.005419714,0.011817589,7,3412.4,3505.2,3620.4,3588.4,3971.9,4080,4109.3,33.60762943,11.0,0,0.198816259,0.733439528,0.584766642,0.528192584,0.455683136,0.264846071,0.07529596,1809.653951,118550.3537,75333.00275,159472.8646,1284.9,914.7,1192.3,910.7,853.8,1210.1,779.1,0.3233265058221219,0,0,0,28.43700027,25.0304985,26.69499969,28.73699951,27.20399857,25.34749985,26.49625015,29.08450127,27.72800064,27.09675026,26.42449951,25.67700005,248.5040872,4454.188477,4642.220703,4890.057617,5228.533691,14.17812227,14.77664744,15.56553683,16.64293964
CI201200000210,CIGE61FL,CI,2012,210,CI2012DHS,222939.0938,247516.5938,279112.5,16161.06417,17740.92939,19696.7447,22211.06703,12037.2,0.922961167,0.932609694,0.961518764,-9999,1963,2149,2356,2167,2100,2106,2102,77.8,12,0,0.003887018,0.161006954,0.341798872,0.526626647,0.306027174,0.288328379,21.4877587,1469,9992.240862,3708.803456,17264.00196,1562,1422,1788,1676,1703,2000,1524,0.013596078753471375,3,3,3,27.70000076,24.06599998,27.12600136,27.46199989,26.75900078,24.75799942,26.02499962,27.65200043,27.28299904,27.19600105,26.04100037,24.96699905,7.466666667,82844.32031,91637.35156,102233.8203,115510.5,6592.541542,7292.268736,8135.508926,9192.033527
CI201200000211,CIGE61FL,CI,2012,211,CI2012DHS,26977.57031,29951.66211,33775.04688,1955.629264,2146.806834,2383.477539,2687.732832,6369.785714,0.325035314,0.334257603,0.391136726,-9999,3597,3580,3588,3722,3818,3833,3825,67.07142857,11.0,0,0.095901475,0.447267099,0.550315261,0.492798656,0.510227501,0.3452636,8.265650256,1776.285714,160847.4182,29160.54113,78416.16893,1128,945,1240,1026,1046,1241,924,0.23527584757123673,2,2,2,28.48200035,25.43300056,26.48999977,28.70800018,27.19300079,25.60000038,26.5720005,28.73200035,27.71100044,27.04100037,26.52600098,25.94499969,3.642857143,1619.689697,1643.047119,1681.057373,1741.894043,128.8908108,130.7495354,133.7742953,138.6155236
CI201200000212,CIGE61FL,CI,2012,212,CI2012DHS,8694.493164,9653.001953,10885.22461,25.2108797,27.67543129,30.72645953,34.64874607,9729.427793,0.002114276,0.003446552,0.022304586,-9999,4405.272727,4417.727273,4469.818182,4292.636364,4503.818182,4553.727273,4601.272727,31.23433243,13.0,0,0.019341087,0.614100086,0.550184318,0.544767107,0.492324284,0.401858228,0.019573261,1734.188011,41888.05397,23569.06831,210447.524,1750.666667,1379.416667,1907,1768.083333,1639.166667,2446.5,1669.333333,0.2338685495652035,0,0,1,26.93374825,23.97099876,25.28874969,26.79999924,25.78125,24.27700043,25.38824844,27.08600044,26.24550056,25.69275093,25.53549957,25.01849937,274.119891,12781.31348,14373.16797,16301.85156,18725.32031,40.68418439,45.75121461,51.89040515,59.60454577
CI201200000213,CIGE61FL,CI,2012,213,CI2012DHS,22236.42578,24714.03906,27868.27734,64.38108402,70.78074159,78.6672296,88.70748188,7749.260163,0.005403949,0.017907606,0.025320799,-9999,4424.5,4438.833333,4516.916667,4626.916667,4879.416667,4916.75,4915,25.26829268,12.0,0.014330353,0.093924153,0.543509566,0.612466403,0.5732537,0.540403979,0.482296501,0.01990277,1674.200542,6679.808777,26873.57041,94701.21605,1427.7,1100.5,1561.6,1067.7,1156.4,1513,1017.8,0.3510096686965405,0,1,1,27.57233429,24.26166789,26.38966624,27.69633484,26.44999949,24.72899882,25.82233429,27.90533447,27.02799988,26.64366659,25.99833425,25.242335,142.2140921,20191.9375,21905.68945,23968.98242,26550.93359,64.27293327,69.72797516,76.29564066,84.51424649
CI201200000214,CIGE61FL,CI,2012,214,CI2012DHS,52665.25781,58471.24219,65935.19531,3817.753754,4190.968055,4652.993612,5246.956129,6193.1875,0.919166418,0.927094826,0.930848195,5,2222,2257,2302,2356,2507,2603,2611,84.5,11,0,0.100248646,0.441225338,0.520031512,0.448526978,0.413973927,0.261641741,17.35613803,1822.9375,220809.875,77767.09232,40615.79101,1532,1024,1080,1022,835,1309,819,0.11130034923553467,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,4,2325.101563,2417.876465,2535.935059,2693.684814,185.0257035,192.4084956,201.8033,214.3566266
CI201200000215,CIGE61FL,CI,2012,215,CI2012DHS,1625.369019,1804.554932,2034.909424,4.712981192,5.173710274,5.74407675,6.477317871,7523.107239,0.000135923,0.000251046,0.000286459,5,3408,3392.3,3501.6,3537.4,3725.5,3715,3727.6,22.14171123,10.0,0,0.163035014,0.68924066,0.526339595,0.509628677,0.427480698,0.319943873,0.016517083,1849.541555,56258.33697,93070.28616,204605.2987,1548.3,1262,1672.4,1469.1,1444.2,1569.4,1254.1,0.5497133393070334,0,0,0,27.87600136,24.32225037,24.26325035,27.01699829,24.95350075,24.51524925,25.72400093,28.05050087,27.0917511,25.43375015,25.25975037,24.80949974,356.308311,1556.18396,1564.554932,1588.767578,1636.508301,4.953487392,4.980133023,5.057204269,5.20916771
CI201200000216,CIGE61FL,CI,2012,216,CI2012DHS,3352.837891,3736.914307,4223.855469,9.7205529,10.67241447,11.89496768,13.44494954,9036.850667,4.53E-05,0.000113206,0.000145473,-9999,3678.1,3711.1,3790.1,3818.5,3962.1,4066.8,4072.3,27.15733333,11.0,0,0.162161585,0.622429323,0.496926039,0.50664264,0.501849771,0.437084973,0,1796.218667,6069.791409,64877.27627,270396.9405,1719.777778,1408.111111,1655.111111,1703.444444,1757.666667,1881.777778,1632.888889,0.5836235758463542,0,0,0,25.42674828,22.88749886,23.07100105,25.00975227,23.73749924,22.98974991,23.84824944,25.38574982,24.86899948,24.02125168,24.06425095,23.72299957,304.3253333,5316.750488,5691.036133,6169.06543,6770.42627,16.92374243,18.11513064,19.63674515,21.55093615
CI201200000217,CIGE61FL,CI,2012,217,CI2012DHS,39567.01953,43929.01563,49536.63281,2868.250596,3148.643371,3495.759991,3941.999988,12864.18182,0.701962895,0.702718311,0.697348489,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71.36363636,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.74795319,1465.545455,679.834022,11241.20081,16864.03218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.20812801881269974,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32,39740.05469,43958.07813,49041.05859,55409.92969,3162.413071,3498.072712,3902.563445,4409.382103
