ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,NUMPOINTS
57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,7
57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,52,Ouragahio,Sous-préfecture,Sub-prefecture,,,7
57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,53,Diegonefla,Sous-préfecture,Sub-prefecture,,,4
57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,11
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,6
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,19
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,4
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,58,Zoukougbeu,Sous-préfecture,Sub-prefecture,,,4
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,13
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,60,Saioua,Sous-préfecture,Sub-prefecture,,,6
57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,16
57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,62,Kokoumbo,Sous-préfecture,Sub-prefecture,,,3
57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,9
57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,64,Didievi,Sous-préfecture,Sub-prefecture,,,2
57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,65,Tie-N'diekro,Sous-préfecture,Sub-prefecture,,,2
57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,8
57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,32
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,378
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,8
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,8
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,7
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,8
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,14
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,74,Grand-Bassam,Sous-préfecture,Sub-prefecture,,,7
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,75,Jacqueville,Sous-préfecture,Sub-prefecture,,,4
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,76,Sikensi,Sous-préfecture,Sub-prefecture,,,5
57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,8
57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,5
57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,79,Taabo,Sous-préfecture,Sub-prefecture,,,3
57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,8
